Dataset,SubmissionDateTime,PublishTime,SettlementDate,Region,GspGroupId,ForecastDemand60,ForecastDemand100
RZDF,2025-07-26T10:45:00Z,2025-07-26T10:45:05Z,2025-07-27,North West,N/A,1885,3141
RZDF,2025-07-26T10:45:00Z,2025-07-26T10:45:05Z,2025-07-27,South Scotland,N/A,895,1491
RZDF,2025-07-26T10:45:00Z,2025-07-26T10:45:05Z,2025-07-27,North Scotland,N/A,76,127
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,South East,N/A,4372,7287
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,South West,N/A,2814,4690
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,Midlands,N/A,2911,4851
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,North East,N/A,1918,3196
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,North West,N/A,1882,3137
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,South Scotland,N/A,893,1489
RZDF,2025-07-26T08:00:00Z,2025-07-26T08:00:04Z,2025-07-27,North Scotland,N/A,76,126
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,South East,N/A,4351,7252
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,South West,N/A,2801,4668
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,Midlands,N/A,2897,4828
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,North East,N/A,1909,3181
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,North West,N/A,1873,3122
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,South Scotland,N/A,889,1482
RZDF,2025-07-25T16:00:00Z,2025-07-25T16:00:05Z,2025-07-26,North Scotland,N/A,75,126
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,South East,N/A,4309,7181
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,South West,N/A,2773,4622
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,Midlands,N/A,2868,4781
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,North East,N/A,1890,3150
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,North West,N/A,1855,3091
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,South Scotland,N/A,880,1467
RZDF,2025-07-25T10:45:00Z,2025-07-25T10:45:04Z,2025-07-26,North Scotland,N/A,75,125
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,South East,N/A,4361,7268
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,South West,N/A,2807,4678
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,Midlands,N/A,2903,4838
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,North East,N/A,1913,3188
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,North West,N/A,1877,3128
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,South Scotland,N/A,891,1485
RZDF,2025-07-25T08:00:00Z,2025-07-25T08:00:04Z,2025-07-26,North Scotland,N/A,76,126
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,South East,N/A,4841,8069
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,South West,N/A,3116,5194
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,Midlands,N/A,3223,5372
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,North East,N/A,2124,3539
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,North West,N/A,2084,3473
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,South Scotland,N/A,989,1649
RZDF,2025-07-24T16:00:00Z,2025-07-24T16:00:04Z,2025-07-25,North Scotland,N/A,84,140
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,South East,N/A,4809,8015
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,South West,N/A,3095,5159
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,Midlands,N/A,3202,5336
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,North East,N/A,2109,3516
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,North West,N/A,2070,3450
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,South Scotland,N/A,983,1638
RZDF,2025-07-24T10:45:00Z,2025-07-24T10:45:05Z,2025-07-25,North Scotland,N/A,83,139
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,South East,N/A,4835,8058
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,South West,N/A,3112,5186
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,Midlands,N/A,3219,5364
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,North East,N/A,2121,3534
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,North West,N/A,2081,3468
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,South Scotland,N/A,988,1647
RZDF,2025-07-24T08:00:00Z,2025-07-24T08:00:05Z,2025-07-25,North Scotland,N/A,84,140
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,South East,N/A,5116,8527
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,South West,N/A,3293,5488
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,Midlands,N/A,3406,5677
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,North East,N/A,2244,3740
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,North West,N/A,2202,3670
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,South Scotland,N/A,1045,1742
RZDF,2025-07-23T16:00:00Z,2025-07-23T16:00:04Z,2025-07-24,North Scotland,N/A,89,148
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,South East,N/A,5013,8355
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,South West,N/A,3227,5378
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,Midlands,N/A,3338,5563
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,North East,N/A,2199,3665
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,North West,N/A,2158,3597
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,South Scotland,N/A,1024,1707
RZDF,2025-07-23T10:45:00Z,2025-07-23T10:45:04Z,2025-07-24,North Scotland,N/A,87,145
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,South East,N/A,5042,8404
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,South West,N/A,3246,5409
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,Midlands,N/A,3357,5595
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,North East,N/A,2212,3686
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,North West,N/A,2171,3618
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,South Scotland,N/A,1030,1717
RZDF,2025-07-23T08:00:00Z,2025-07-23T08:00:06Z,2025-07-24,North Scotland,N/A,87,146
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,South East,N/A,5152,8587
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,South West,N/A,3316,5527
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,Midlands,N/A,3430,5717
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,North East,N/A,2260,3767
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,North West,N/A,2218,3697
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,South Scotland,N/A,1053,1755
RZDF,2025-07-22T16:00:00Z,2025-07-22T16:00:04Z,2025-07-23,North Scotland,N/A,89,149
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,South East,N/A,5010,8351
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,South West,N/A,3225,5375
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,Midlands,N/A,3336,5559
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,North East,N/A,2198,3663
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,North West,N/A,2157,3595
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,South Scotland,N/A,1024,1706
RZDF,2025-07-22T10:45:00Z,2025-07-22T10:45:12Z,2025-07-23,North Scotland,N/A,87,145
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,South East,N/A,4986,8311
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,South West,N/A,3210,5349
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,Midlands,N/A,3320,5533
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,North East,N/A,2187,3645
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,North West,N/A,2147,3578
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,South Scotland,N/A,1019,1698
RZDF,2025-07-22T08:00:00Z,2025-07-22T08:00:05Z,2025-07-23,North Scotland,N/A,86,144
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,South East,N/A,5154,8589
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,South West,N/A,3317,5529
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,Midlands,N/A,3431,5718
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,North East,N/A,2261,3768
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,North West,N/A,2218,3697
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,South Scotland,N/A,1053,1755
RZDF,2025-07-21T16:00:00Z,2025-07-21T16:00:04Z,2025-07-22,North Scotland,N/A,89,149
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,South East,N/A,5030,8383
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,South West,N/A,3238,5396
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,Midlands,N/A,3349,5581
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,North East,N/A,2206,3677
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,North West,N/A,2165,3609
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,South Scotland,N/A,1028,1713
RZDF,2025-07-21T10:45:00Z,2025-07-21T10:45:05Z,2025-07-22,North Scotland,N/A,87,145
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,South East,N/A,5042,8403
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,South West,N/A,3245,5409
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,Midlands,N/A,3357,5594
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,North East,N/A,2211,3686
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,North West,N/A,2170,3617
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,South Scotland,N/A,1030,1717
RZDF,2025-07-21T08:00:00Z,2025-07-21T08:00:06Z,2025-07-22,North Scotland,N/A,87,146
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,South East,N/A,5227,8711
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,South West,N/A,3364,5607
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,Midlands,N/A,3480,5800
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,North East,N/A,2293,3821
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,North West,N/A,2250,3750
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,South Scotland,N/A,1068,1780
RZDF,2025-07-20T16:00:00Z,2025-07-20T16:00:04Z,2025-07-21,North Scotland,N/A,91,151
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,South East,N/A,5111,8518
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,South West,N/A,3290,5483
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,Midlands,N/A,3403,5671
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,North East,N/A,2242,3736
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,North West,N/A,2200,3667
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,South Scotland,N/A,1044,1741
RZDF,2025-07-20T10:45:00Z,2025-07-20T10:45:05Z,2025-07-21,North Scotland,N/A,89,148
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,South East,N/A,5110,8516
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,South West,N/A,3289,5481
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,Midlands,N/A,3402,5670
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,North East,N/A,2241,3735
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,North West,N/A,2199,3666
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,South Scotland,N/A,1044,1740
RZDF,2025-07-20T08:00:00Z,2025-07-20T08:00:08Z,2025-07-21,North Scotland,N/A,89,148
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,South East,N/A,4666,7776
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,South West,N/A,3003,5005
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,Midlands,N/A,3106,5177
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,North East,N/A,2046,3411
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,North West,N/A,2008,3347
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,South Scotland,N/A,953,1589
RZDF,2025-07-19T16:00:00Z,2025-07-19T16:00:05Z,2025-07-20,North Scotland,N/A,81,135
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,South East,N/A,4598,7664
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,South West,N/A,2960,4933
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,Midlands,N/A,3061,5102
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,North East,N/A,2017,3361
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,North West,N/A,1979,3299
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,South Scotland,N/A,940,1566
RZDF,2025-07-19T10:45:00Z,2025-07-19T10:45:06Z,2025-07-20,North Scotland,N/A,80,133
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,South East,N/A,4563,7604
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,South West,N/A,2937,4895
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,Midlands,N/A,3038,5063
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,North East,N/A,2001,3335
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,North West,N/A,1964,3273
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,South Scotland,N/A,932,1554
RZDF,2025-07-19T08:00:00Z,2025-07-19T08:00:06Z,2025-07-20,North Scotland,N/A,79,132
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,South East,N/A,4678,7796
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,South West,N/A,3011,5018
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,Midlands,N/A,3114,5191
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,North East,N/A,2052,3420
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,North West,N/A,2014,3356
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,South Scotland,N/A,956,1593
RZDF,2025-07-18T16:00:00Z,2025-07-18T16:00:05Z,2025-07-19,North Scotland,N/A,81,135
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,South East,N/A,4579,7632
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,South West,N/A,2947,4912
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,Midlands,N/A,3049,5081
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,North East,N/A,2008,3347
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,North West,N/A,1971,3285
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,South Scotland,N/A,936,1560
RZDF,2025-07-18T10:45:00Z,2025-07-18T10:45:07Z,2025-07-19,North Scotland,N/A,79,132
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,South East,N/A,4601,7669
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,South West,N/A,2962,4936
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,Midlands,N/A,3063,5106
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,North East,N/A,2018,3364
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,North West,N/A,1981,3301
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,South Scotland,N/A,940,1567
RZDF,2025-07-18T08:00:00Z,2025-07-18T08:00:08Z,2025-07-19,North Scotland,N/A,80,133
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,South East,N/A,5091,8484
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,South West,N/A,3277,5461
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,Midlands,N/A,3389,5649
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,North East,N/A,2233,3722
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,North West,N/A,2191,3652
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,South Scotland,N/A,1040,1734
RZDF,2025-07-17T16:00:00Z,2025-07-17T16:00:04Z,2025-07-18,North Scotland,N/A,88,147
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,South East,N/A,5037,8395
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,South West,N/A,3242,5403
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,Midlands,N/A,3353,5589
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,North East,N/A,2209,3682
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,North West,N/A,2168,3614
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,South Scotland,N/A,1029,1715
RZDF,2025-07-17T10:45:00Z,2025-07-17T10:45:05Z,2025-07-18,North Scotland,N/A,87,146
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,South East,N/A,5102,8504
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,South West,N/A,3284,5474
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,Midlands,N/A,3397,5662
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,North East,N/A,2238,3730
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,North West,N/A,2196,3661
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,South Scotland,N/A,1043,1738
RZDF,2025-07-17T08:00:00Z,2025-07-17T08:00:05Z,2025-07-18,North Scotland,N/A,88,147
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,South East,N/A,5215,8692
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,South West,N/A,3357,5595
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,Midlands,N/A,3472,5787
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,North East,N/A,2288,3813
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,North West,N/A,2245,3742
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,South Scotland,N/A,1066,1776
RZDF,2025-07-16T16:00:00Z,2025-07-16T16:00:04Z,2025-07-17,North Scotland,N/A,90,151
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,South East,N/A,5091,8484
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,South West,N/A,3277,5461
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,Midlands,N/A,3389,5649
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,North East,N/A,2233,3722
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,North West,N/A,2191,3652
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,South Scotland,N/A,1040,1734
RZDF,2025-07-16T10:45:00Z,2025-07-16T10:45:04Z,2025-07-17,North Scotland,N/A,88,147
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,South East,N/A,5138,8564
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,South West,N/A,3307,5512
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,Midlands,N/A,3421,5702
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,North East,N/A,2254,3756
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,North West,N/A,2212,3686
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,South Scotland,N/A,1050,1750
RZDF,2025-07-16T08:00:00Z,2025-07-16T08:00:06Z,2025-07-17,North Scotland,N/A,89,149
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,South East,N/A,5335,8891
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,South West,N/A,3434,5723
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,Midlands,N/A,3552,5920
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,North East,N/A,2340,3900
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,North West,N/A,2296,3827
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,South Scotland,N/A,1090,1817
RZDF,2025-07-15T16:00:00Z,2025-07-15T16:00:05Z,2025-07-16,North Scotland,N/A,93,154
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,South East,N/A,5254,8757
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,South West,N/A,3382,5637
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,Midlands,N/A,3498,5830
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,North East,N/A,2305,3841
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,North West,N/A,2262,3770
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,South Scotland,N/A,1074,1790
RZDF,2025-07-15T10:45:00Z,2025-07-15T10:45:06Z,2025-07-16,North Scotland,N/A,91,152
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,South East,N/A,5308,8847
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,South West,N/A,3417,5695
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,Midlands,N/A,3534,5890
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,North East,N/A,2328,3881
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,North West,N/A,2285,3808
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,South Scotland,N/A,1085,1808
RZDF,2025-07-15T08:00:00Z,2025-07-15T08:00:09Z,2025-07-16,North Scotland,N/A,92,153
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,South East,N/A,5124,8539
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,South West,N/A,3298,5496
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,Midlands,N/A,3411,5685
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,North East,N/A,2247,3746
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,North West,N/A,2206,3676
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,South Scotland,N/A,1047,1745
RZDF,2025-07-14T16:00:00Z,2025-07-14T16:00:06Z,2025-07-15,North Scotland,N/A,89,148
RZDF,2025-07-14T10:45:00Z,2025-07-14T10:45:06Z,2025-07-15,South East,N/A,5045,8408
