SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
02/03/2026,47,26007,28127,23991,1824,6606,0,21504,0,125,3108,1504,992,94,-452,-429,705,519,997,390,-514
02/03/2026,48,25037,27150,23094,1678,6606,0,21504,0,21,3172,1504,992,103,-452,-526,701,524,997,421,-514
03/03/2026,1,25763,27866,23712,1550,6606,0,21504,0,11,2989,1503,992,426,-451,-527,986,897,998,634,-514
03/03/2026,2,25995,28103,23913,1422,6606,0,21504,0,15,2889,1503,992,463,-452,-527,998,965,997,658,-514
03/03/2026,3,25602,27710,23473,1331,6606,0,21504,0,14,2551,1503,992,742,-452,-528,998,1246,998,974,-514
03/03/2026,4,25118,27224,23191,1239,6606,0,21504,0,12,2586,1503,992,753,-452,-528,998,1288,998,995,-514
03/03/2026,5,24924,27028,23061,1192,6606,0,21504,0,12,2499,1504,992,747,-451,-527,998,1385,998,941,-514
03/03/2026,6,24402,26508,22533,1144,6606,0,21504,0,12,2500,1504,992,747,-452,-528,998,1377,998,935,-514
03/03/2026,7,23992,26097,22155,1129,6606,0,21504,0,12,2618,1503,992,724,-451,-528,998,1118,998,858,-514
03/03/2026,8,23249,25355,21417,1113,6606,0,21504,0,12,2141,1503,992,661,-452,-528,998,1081,998,842,-514
03/03/2026,9,23239,25526,21274,1077,6606,0,21504,0,12,2247,1504,992,-182,-451,-528,778,1002,997,454,-514
03/03/2026,10,23491,25928,21545,1040,6606,0,21504,0,79,2020,1491,990,-278,-451,-515,690,993,997,403,-514
03/03/2026,11,23277,27713,21212,1029,6606,0,21504,0,278,2325,963,913,-1008,-452,-418,-696,1003,961,-470,-514
03/03/2026,12,24315,28854,22087,1017,6606,0,21504,0,72,2101,916,896,-1049,-451,-506,-833,1030,943,-514,-514
03/03/2026,13,26882,31008,24374,1002,6606,0,21504,0,10,2093,433,458,-1056,-452,-527,-967,1356,403,77,-514
03/03/2026,14,28764,32841,25939,987,6606,1,21504,0,16,2020,423,432,-1039,-451,-528,-929,1397,380,120,-514
03/03/2026,15,31814,34162,28669,954,6606,277,21504,0,18,1807,1310,581,-236,-452,-528,172,1397,739,222,-514
03/03/2026,16,32442,34731,29113,920,6606,1138,21504,0,12,1592,1374,601,-182,-452,-529,268,1397,768,248,-514
03/03/2026,17,33283,35385,29777,857,6606,2344,21504,0,9,1357,1496,967,821,-451,-528,959,1397,983,942,-514
03/03/2026,18,32824,34927,29200,794,6606,3603,21504,0,8,1081,1503,992,1047,-452,-529,997,1397,997,990,-514
03/03/2026,19,31917,34019,28309,720,6606,4843,21504,0,8,947,1503,992,1044,-451,-529,1016,1397,997,989,-514
03/03/2026,20,31201,33303,27611,645,6606,5949,21504,0,8,814,1503,992,1042,-451,-529,1017,1397,997,989,-514
03/03/2026,21,30238,32340,26992,627,6606,6753,21504,0,7,875,1503,992,1043,-452,-529,1017,1397,991,990,-514
03/03/2026,22,29796,31895,26652,609,6606,7315,21504,0,7,820,1503,992,1044,-451,-527,1017,1397,996,989,-514
03/03/2026,23,29192,31304,26050,586,6606,7813,21504,0,6,556,1503,992,1043,-451,-529,1017,1397,998,990,-526
03/03/2026,24,29155,31254,26076,562,6606,8166,21504,0,5,536,1502,992,1043,-452,-529,1017,1397,998,990,-513
03/03/2026,25,28931,31033,25903,573,6606,8428,21504,0,8,408,1502,992,1044,-452,-528,1017,1397,991,990,-514
03/03/2026,26,28732,30834,25804,584,6606,7917,21504,0,9,503,1502,992,1043,-452,-527,1017,1397,997,990,-514
03/03/2026,27,28531,30630,25637,559,6606,7342,21504,0,7,415,1502,992,1044,-452,-527,1017,1397,997,990,-513
03/03/2026,28,28339,30442,25374,533,6606,7303,21504,0,7,211,1502,992,1043,-452,-527,1016,1397,997,990,-517
03/03/2026,29,28619,30718,25650,506,6606,6730,21504,0,7,142,1502,992,1043,-451,-527,997,1397,997,990,-514
03/03/2026,30,29093,31182,26101,479,6606,5668,21504,0,7,275,1502,992,1029,-452,-516,992,1397,997,987,-514
03/03/2026,31,29759,31755,26755,474,6606,4600,21504,0,7,179,1503,992,248,-452,-423,520,1397,997,867,-514
03/03/2026,32,31280,33361,28183,469,6606,3456,21504,0,7,66,1503,992,194,-451,-509,500,1397,997,837,-514
03/03/2026,33,32921,35850,29708,493,6606,2314,21504,0,8,412,1503,992,-828,-452,-527,853,1397,997,54,-514
03/03/2026,34,34549,37704,31204,516,6606,1233,21504,0,5,593,1503,992,-1055,-452,-527,867,1397,996,-2,-514
03/03/2026,35,35906,39184,32627,573,6606,352,21504,0,3,722,1503,992,-1048,-452,-528,624,1397,997,-133,-514
03/03/2026,36,37274,40500,33928,629,6606,10,21504,0,1,597,1503,991,-1028,-451,-527,612,1397,996,-105,-514
03/03/2026,37,38237,40532,34768,708,6606,58,21504,0,1,578,1504,982,-201,-452,-527,221,1397,951,910,-514
03/03/2026,38,38128,40380,34516,786,6606,0,21504,0,1,610,1504,982,-146,-452,-527,218,1397,950,992,-526
03/03/2026,39,38120,40215,34558,839,6606,0,21504,0,2,1006,1502,992,328,-451,-528,955,1397,994,1115,-514
03/03/2026,40,37094,39188,33557,891,6606,0,21504,0,2,1251,1502,992,348,-451,-527,997,1397,997,1120,-514
03/03/2026,41,35933,38028,32580,969,6606,0,21504,0,2,1309,1503,992,3,-452,-527,797,1397,997,972,-514
03/03/2026,42,34412,36509,31266,1046,6606,0,21504,0,2,1601,1503,992,0,-451,-530,789,1397,997,957,-514
03/03/2026,43,33264,35444,30329,1091,6606,0,21504,0,7,2027,1504,992,-100,-452,-507,739,1397,997,877,-514
03/03/2026,44,31190,33238,28372,1136,6606,0,21504,0,7,2197,1503,992,-105,-451,-371,737,1368,997,861,-514
03/03/2026,45,29452,31256,26893,1166,6606,0,21504,0,7,2550,1503,992,250,-452,-231,949,1012,997,511,-514
03/03/2026,46,27828,29437,25456,1195,6606,0,21504,0,11,2528,1503,992,306,-406,-78,957,996,997,498,-514
03/03/2026,47,26522,28070,24259,1195,6606,0,21504,0,13,2715,1503,992,986,-415,0,995,1352,996,928,-514
03/03/2026,48,25551,27082,23414,1194,6606,0,21504,0,14,2954,1502,992,1002,-372,0,997,1397,997,957,-514
04/03/2026,1,25903,27635,23730,1195,6606,0,21504,0,92,3049,1502,992,1002,-448,-47,997,1397,996,958,-514
04/03/2026,2,26416,28285,24289,1196,6606,0,21504,0,283,3278,1502,992,1003,-452,-16,997,1397,997,957,-514
04/03/2026,3,26027,28039,23963,1195,6606,0,21504,0,340,3243,1503,992,1003,-452,-106,997,1397,997,958,-514
04/03/2026,4,25251,27348,23168,1194,6606,0,21504,0,396,2884,1502,992,1002,-452,-135,997,1397,997,955,-514
04/03/2026,5,24906,27126,22804,1172,6606,0,21504,0,500,2981,1503,992,1002,-452,-154,997,1397,997,852,-514
04/03/2026,6,24412,26813,22304,1150,6606,0,21504,0,666,2797,1503,992,1003,-452,-169,997,1397,997,844,-514
04/03/2026,7,24315,26560,22298,1131,6606,0,21504,0,613,2752,1503,992,743,-452,-66,997,1397,997,820,-514
04/03/2026,8,23849,26164,21895,1111,6606,0,21504,0,659,2475,1504,992,651,-452,-90,997,1397,997,796,-514
04/03/2026,9,23416,25838,21398,1102,6606,0,21504,0,455,2344,1503,992,-392,-429,-5,982,1397,997,-27,-514
04/03/2026,10,23690,26113,21594,1093,6606,0,21504,0,314,2266,1504,992,-476,-431,0,851,1397,997,-101,-501
04/03/2026,11,23748,27617,21712,1130,6606,0,21504,0,20,3087,1504,990,-994,-300,0,-816,1397,997,-734,-405
04/03/2026,12,24471,28577,22372,1167,6606,0,21504,0,21,3209,1500,985,-997,-218,0,-1021,1397,992,-775,-474
04/03/2026,13,26758,30308,24494,1226,6606,0,21504,0,16,3367,1317,798,-902,-223,-1,-717,1397,822,-688,-403
04/03/2026,14,29127,32808,26638,1284,6606,0,21504,0,10,3411,1309,790,-879,-357,-92,-665,1397,816,-588,-490
04/03/2026,15,32130,33972,29393,1328,6606,162,21504,0,14,3200,1491,974,-143,-326,-245,403,1397,985,784,-514
04/03/2026,16,32869,34928,29965,1372,6606,825,21504,0,11,3404,1504,987,-106,-431,-397,487,1397,996,939,-514
04/03/2026,17,33013,34995,29969,1355,6606,1698,21504,0,10,2896,1503,991,793,-451,-407,975,1397,997,985,-514
04/03/2026,18,33051,35061,29985,1338,6606,2582,21504,0,11,3081,1503,991,1002,-451,-434,997,1397,997,987,-514
04/03/2026,19,32771,34772,29722,1300,6606,3541,21504,0,7,2985,1503,991,1001,-451,-429,1016,1397,997,989,-514
04/03/2026,20,31693,33649,28674,1262,6606,4451,21504,0,12,3032,1503,991,1002,-451,-379,1016,1397,997,990,-514
04/03/2026,21,31289,33272,28310,1205,6606,5341,21504,0,62,3199,1503,991,1003,-452,-355,1017,1397,996,990,-514
04/03/2026,22,30272,32203,27320,1147,6606,6289,21504,0,165,3051,1503,991,1002,-451,-202,1016,1397,996,990,-513
04/03/2026,23,29331,31110,26513,1159,6606,7212,21504,0,164,3051,1503,991,1001,-396,-173,1016,1397,997,990,-446
04/03/2026,24,28342,30030,25499,1171,6606,7868,21504,0,165,2548,1503,991,1002,-441,-184,1017,1397,996,990,-298
04/03/2026,25,27569,29371,24764,1248,6606,8324,21504,0,163,2394,1503,991,1002,-452,-312,1017,1397,996,990,-275
04/03/2026,26,27012,28752,24280,1324,6606,8494,21504,0,161,2329,1503,991,1003,-452,-241,1017,1397,996,990,-286
04/03/2026,27,26565,28465,23827,1393,6606,8443,21504,0,328,2345,1503,992,1002,-452,-248,1017,1397,996,990,-272
04/03/2026,28,26477,28540,23701,1461,6606,8257,21504,0,343,2206,1503,992,1002,-447,-352,1017,1389,996,990,-321
04/03/2026,29,26679,28558,24011,1498,6606,7681,21504,0,340,2676,1503,992,1003,-367,-228,998,1288,996,990,-344
04/03/2026,30,26874,28654,24284,1535,6606,6734,21504,0,342,2711,1503,992,1001,-407,-76,997,1284,996,866,-355
04/03/2026,31,27465,29526,24910,1509,6606,5553,21504,0,197,3108,1503,991,369,-279,59,997,1384,996,-753,-232
04/03/2026,32,29398,31626,26769,1483,6606,4272,21504,0,165,3029,1504,992,280,-185,12,953,1397,997,-959,-319
04/03/2026,33,30535,33732,27781,1490,6606,2942,21504,0,172,3037,1506,992,-793,-80,0,-147,1397,997,-1083,-322
04/03/2026,34,32523,36141,29643,1497,6606,1596,21504,0,164,3310,1506,992,-997,-155,0,-241,1397,997,-1093,-368
04/03/2026,35,34550,38754,31567,1568,6606,456,21504,0,158,3570,1507,992,-997,-148,0,-847,1397,998,-1093,-361
04/03/2026,36,36364,40579,33425,1639,6606,19,21504,0,154,3501,1507,992,-997,-226,0,-854,1397,998,-1092,-292
04/03/2026,37,37348,40388,34372,1779,6606,27,21504,0,161,3259,1505,992,-786,-184,0,28,1397,997,-1073,-236
04/03/2026,38,37519,40401,34468,1918,6606,0,21504,0,163,3357,1503,992,-699,-122,0,87,1397,996,-1053,-245
04/03/2026,39,37683,39167,34711,2031,6606,0,21504,0,169,3316,1409,992,156,-66,0,541,1397,972,-400,-249
04/03/2026,40,36618,38160,33713,2144,6606,0,21504,0,167,3505,1405,992,169,-211,0,563,1397,971,-362,-202
04/03/2026,41,35087,37357,32411,2249,6606,0,21504,0,165,3480,1495,992,-232,-327,0,955,1397,995,-605,-341
04/03/2026,42,33659,35896,31081,2354,6606,0,21504,0,164,3534,1502,992,-254,-219,0,972,1397,997,-620,-380
04/03/2026,43,32387,34381,29946,2379,6606,0,21504,0,220,3690,1502,992,-215,-78,0,996,1397,997,-553,-328
04/03/2026,44,30826,32754,28382,2403,6606,0,21504,0,220,3851,1502,992,-211,-5,0,997,1371,997,-549,-343
04/03/2026,45,28868,30693,26491,2433,6606,0,21504,0,222,3958,1502,992,-3,-12,0,997,1035,996,-652,-336
04/03/2026,46,27599,29545,25501,2463,6606,0,21504,0,219,4211,1502,992,0,-61,0,997,1002,997,-648,-418
04/03/2026,47,25876,27727,23949,2431,6606,0,21504,0,464,4540,1502,992,-140,-29,0,883,1101,996,-225,-393
04/03/2026,48,25031,26920,23154,2398,6606,0,21504,0,630,4480,1502,992,-149,0,0,880,1132,996,-183,-327
05/03/2026,1,25314,27460,23387,2432,6606,0,21504,0,1091,4185,1502,992,137,0,0,993,1368,997,232,-455
05/03/2026,2,25937,27966,24155,2465,6606,0,21504,0,1007,4513,1502,992,148,0,0,997,1397,996,269,-422
05/03/2026,3,25525,27778,23822,2458,6606,0,21504,0,1169,4486,1502,992,278,-1,0,997,1397,997,480,-483
05/03/2026,4,24895,27130,23191,2451,6606,0,21504,0,1169,4144,1502,992,283,-95,0,997,1395,996,486,-371
05/03/2026,5,24467,26768,22819,2460,6606,0,21504,0,1162,3849,1502,992,444,-226,0,997,1372,997,167,-313
05/03/2026,6,24051,26420,22481,2468,6606,0,21504,0,1164,4018,1502,992,432,-292,0,997,1368,997,131,-313
05/03/2026,7,23220,26180,21781,2437,6606,0,21504,0,979,3944,1504,992,-365,-311,0,856,1348,997,-391,-314
05/03/2026,8,22780,26064,21402,2405,6606,0,21504,0,1142,4025,1503,992,-411,-379,0,849,1337,997,-438,-314
05/03/2026,9,22567,26471,21321,2382,6606,0,21504,0,1008,4405,1504,992,-775,-331,-4,439,1234,997,-873,-313
05/03/2026,10,22546,26443,21280,2359,6606,0,21504,0,965,4564,1505,992,-792,-239,-79,399,1233,997,-908,-314
05/03/2026,11,22479,26685,21247,2324,6606,0,21504,0,673,4689,1506,991,-993,-105,-6,-456,1379,997,-1078,-295
05/03/2026,12,23339,27152,21972,2288,6606,0,21504,0,312,4464,1507,991,-997,-142,0,-510,1397,998,-1089,-163
05/03/2026,13,25542,29001,23962,2256,6606,0,21504,0,316,4644,1507,991,-997,-30,14,-454,1397,998,-1023,-39
05/03/2026,14,27693,30947,25992,2223,6606,6,21504,0,314,4749,1507,991,-870,-26,0,-388,1397,998,-915,-141
05/03/2026,15,31129,32560,29050,2151,6606,378,21504,0,311,4175,1503,991,793,-166,-63,883,1397,997,568,-291
05/03/2026,16,31769,33538,29309,2079,6606,1462,21504,0,314,3530,1503,991,1003,-317,-97,997,1397,998,739,-441
05/03/2026,17,31334,32985,28686,1946,6606,2762,21504,0,173,3188,1503,991,1002,-361,-3,997,1397,997,973,-514
05/03/2026,18,30713,32372,27994,1813,6606,4012,21504,0,164,2766,1503,991,1003,-381,0,997,1397,997,993,-514
05/03/2026,19,29651,31312,26902,1665,6606,5470,21504,0,161,2202,1502,991,1002,-386,0,1016,1397,998,993,-514
05/03/2026,20,28731,30404,25988,1517,6606,6563,21504,0,159,1802,1503,991,1002,-400,0,1017,1397,997,993,-514
05/03/2026,21,28013,29427,25237,1431,6606,7474,21504,0,14,1671,1503,991,1003,-286,0,1016,1397,998,993,-514
05/03/2026,22,27403,28731,24618,1345,6606,8181,21504,0,10,1627,1503,991,1002,-204,0,1017,1397,997,993,-514
05/03/2026,23,26617,27773,23802,1267,6606,8796,21504,0,10,1198,1502,991,1002,-100,0,1016,1397,998,993,-446
05/03/2026,24,26150,27119,23244,1188,6606,9496,21504,0,10,1068,1503,991,1002,-54,0,1016,1397,998,990,-305
05/03/2026,25,26059,27091,23027,1148,6606,9752,21504,0,9,1192,1503,991,1002,-109,0,1016,1397,997,990,-314
05/03/2026,26,25833,26928,22827,1107,6606,9131,21504,0,6,1311,1503,991,1002,-102,0,1016,1397,998,990,-387
05/03/2026,27,26117,27193,23065,1088,6606,8597,21504,0,6,1377,1503,991,1002,-40,0,1016,1397,997,990,-430
05/03/2026,28,26347,27408,23302,1069,6606,7956,21504,0,6,1522,1502,991,1002,0,0,1016,1397,997,990,-455
05/03/2026,29,27046,28113,24007,1032,6606,7001,21504,0,6,1958,1502,991,1003,-35,0,997,1397,997,990,-426
05/03/2026,30,27837,28935,24814,994,6606,5706,21504,0,6,1953,1502,991,1001,-70,0,996,1397,997,967,-422
05/03/2026,31,28810,29921,25872,1066,6606,4321,21504,0,6,2410,1503,991,368,-83,0,910,1397,997,117,-422
05/03/2026,32,30626,31863,27651,1138,6606,3089,21504,0,7,2188,1503,991,285,-235,0,901,1397,997,24,-395
05/03/2026,33,31672,34399,28671,1172,6606,1789,21504,0,6,2317,1505,991,-410,-386,-67,343,1397,998,-906,-352
05/03/2026,34,33248,36244,30192,1205,6606,789,21504,0,7,2425,1504,991,-466,-443,-219,316,1397,997,-965,-296
05/03/2026,35,35029,37864,31976,1247,6606,197,21504,0,6,2719,1505,992,-552,-451,-371,67,1397,997,-490,-365
05/03/2026,36,36404,39359,33312,1288,6606,4,21504,0,5,2847,1504,990,-522,-452,-506,57,1397,992,-445,-425
05/03/2026,37,37422,39521,34224,1359,6606,0,21504,0,9,2816,1394,938,165,-451,-528,141,1397,831,-25,-486
05/03/2026,38,37420,39519,34213,1429,6606,0,21504,0,6,2819,1389,935,185,-452,-528,151,1397,825,21,-513
05/03/2026,39,37588,39688,34377,1510,6606,0,21504,0,6,3287,1467,961,707,-452,-528,746,1397,986,716,-514
05/03/2026,40,36511,38610,33324,1590,6606,0,21504,0,6,3303,1473,963,733,-451,-528,776,1397,996,768,-514
05/03/2026,41,34970,37070,31955,1581,6606,0,21504,0,6,2890,1473,961,920,-452,-528,776,1397,996,904,-514
05/03/2026,42,33263,35364,30234,1572,6606,0,21504,0,6,2923,1473,962,927,-452,-529,776,1397,997,915,-514
05/03/2026,43,31667,33769,28753,1606,6606,0,21504,0,6,2507,1441,990,847,-452,-530,808,1397,997,984,-514
05/03/2026,44,30071,32173,27383,1639,6606,0,21504,0,6,2508,1440,992,843,-451,-531,809,1397,996,989,-514
05/03/2026,45,28100,30202,25519,1573,6606,0,21504,0,6,2295,1499,992,618,-451,-531,910,1397,997,969,-514
05/03/2026,46,26914,29015,24437,1506,6606,0,21504,0,6,2100,1502,992,609,-451,-530,914,1387,997,953,-514
05/03/2026,47,25581,27742,23145,1455,6606,0,21504,0,64,1746,1502,992,713,-452,-531,994,1260,997,475,-514
05/03/2026,48,24727,26889,22327,1403,6606,0,21504,0,68,1396,1502,992,716,-451,-530,997,1254,996,443,-513
06/03/2026,1,25315,27504,22881,1360,6606,0,21504,0,126,1367,1502,992,677,-452,-497,997,1381,997,484,-514
06/03/2026,2,25934,28100,23502,1316,6606,0,21504,0,126,1759,1502,991,676,-452,-475,997,1397,997,486,-513
06/03/2026,3,25583,27806,23176,1310,6606,0,21504,0,126,1800,1502,991,664,-452,-531,997,1397,997,460,-514
06/03/2026,4,24845,27066,22486,1303,6606,0,21504,0,126,1713,1502,992,664,-451,-531,997,1397,997,448,-513
06/03/2026,5,24310,26532,21959,1363,6606,0,21504,0,126,1581,1502,991,557,-452,-531,988,1397,996,91,-513
06/03/2026,6,23616,25837,21272,1422,6606,0,21504,0,126,1427,1502,991,521,-451,-531,986,1394,997,56,-513
06/03/2026,7,22728,25445,20440,1478,6606,0,21504,0,124,1453,1504,991,-172,-452,-531,705,1367,997,-324,-514
06/03/2026,8,22226,24984,19982,1533,6606,0,21504,0,130,1331,1504,991,-187,-452,-508,686,1366,997,-367,-514
06/03/2026,9,21788,25165,19646,1525,6606,0,21504,0,51,1471,1505,991,-419,-433,-379,70,1393,997,-982,-513
06/03/2026,10,21991,25385,19806,1517,6606,0,21504,0,5,1220,1505,991,-462,-451,-342,9,1397,997,-1020,-514
06/03/2026,11,22459,27496,20251,1462,6606,0,21504,0,5,1063,1507,991,-994,-451,-432,-955,1397,998,-1086,-514
06/03/2026,12,23393,28594,21070,1407,6606,0,21504,0,5,847,1507,992,-996,-452,-523,-1022,1383,998,-1090,-513
06/03/2026,13,25738,30948,23218,1343,6606,0,21504,0,5,724,1507,992,-997,-451,-531,-1022,1209,997,-1090,-514
06/03/2026,14,28030,33190,25336,1279,6606,2,21504,0,5,474,1504,989,-981,-452,-531,-1010,1202,995,-1068,-513
06/03/2026,15,31031,33884,28037,1212,6606,75,21504,0,9,89,1252,902,-184,-451,-531,-306,1375,887,-258,-514
06/03/2026,16,32552,35196,29318,1144,6606,301,21504,0,11,-168,1239,899,-132,-452,-531,-252,1397,884,-153,-513
06/03/2026,17,33893,36001,30498,1082,6606,655,21504,0,11,-737,1436,986,793,-452,-531,509,1397,990,893,-514
06/03/2026,18,34324,36433,30909,1020,6606,1072,21504,0,12,-910,1446,992,1002,-452,-531,555,1397,998,985,-514
06/03/2026,19,34864,36975,31450,959,6606,1538,21504,0,14,-979,1499,992,1002,-452,-531,915,1397,974,985,-514
06/03/2026,20,34591,36701,31242,897,6606,2037,21504,0,14,-1017,1501,991,1002,-451,-531,928,1397,973,988,-514
06/03/2026,21,34497,36600,31262,861,6606,2119,21504,0,9,-770,1440,967,1001,-452,-528,656,1397,973,992,-514
06/03/2026,22,34740,36738,31562,825,6606,2392,21504,0,10,-683,1437,966,1002,-451,-423,647,1397,973,990,-514
06/03/2026,23,35177,37099,32075,789,6606,2559,21504,0,11,-668,1498,990,1002,-452,-345,1002,1397,996,990,-514
06/03/2026,24,35065,36854,32093,752,6606,2589,21504,0,11,-946,1502,992,1002,-452,-212,1016,1397,998,990,-514
06/03/2026,25,34875,36525,31916,724,6606,2701,21504,0,11,-1141,1502,992,1002,-452,-73,1016,1397,997,990,-514
06/03/2026,26,34950,36548,32074,695,6606,2748,21504,0,11,-1051,1502,992,1002,-452,-21,1016,1397,997,990,-514
06/03/2026,27,34799,36514,31950,665,6606,2590,21504,0,11,-684,1502,992,1002,-452,-138,1017,1397,998,990,-514
06/03/2026,28,34543,36213,31686,634,6606,2467,21504,0,11,-842,1503,992,1003,-452,-93,1017,1397,998,990,-514
06/03/2026,29,34340,36097,31478,599,6606,2295,21504,0,11,-871,1502,992,1002,-452,-180,998,1397,997,989,-514
06/03/2026,30,34081,35819,31263,563,6606,2058,21504,0,11,-616,1502,992,874,-452,-161,990,1397,997,896,-514
06/03/2026,31,33538,35827,30890,578,6606,1793,21504,0,11,-153,1504,992,-176,-452,-24,431,1397,997,-512,-514
06/03/2026,32,34082,36594,31359,592,6606,1402,21504,0,16,10,1504,992,-209,-452,-40,405,1397,998,-681,-514
06/03/2026,33,34778,38488,31889,599,6606,974,21504,0,14,376,1504,992,-956,-419,-188,688,1397,997,-1019,-514
06/03/2026,34,35808,39758,32727,605,6606,516,21504,0,5,587,1503,992,-997,-452,-339,684,1397,997,-1043,-514
06/03/2026,35,36206,40386,33062,569,6606,136,21504,0,5,797,1474,992,-998,-452,-453,-76,1397,997,-1082,-514
06/03/2026,36,37362,41504,34165,533,6606,9,21504,0,0,1043,1473,989,-873,-452,-502,-120,1397,987,-1081,-514
06/03/2026,37,38209,41200,34872,544,6606,27,21504,0,0,635,1408,891,153,-452,-531,248,1397,627,-894,-514
06/03/2026,38,37898,40838,34474,554,6606,0,21504,0,0,569,1406,887,174,-452,-531,274,1397,615,-843,-514
06/03/2026,39,38001,40089,34620,536,6606,0,21504,0,8,594,1496,985,758,-452,-527,937,1397,974,161,-501
06/03/2026,40,36932,38891,33638,517,6606,0,21504,0,13,404,1502,992,775,-452,-422,973,1397,997,235,-472
06/03/2026,41,35531,37251,32433,528,6606,0,21504,0,13,393,1503,992,151,-431,-272,914,1397,997,60,-404
06/03/2026,42,34612,36035,31613,538,6606,0,21504,0,10,803,1502,992,127,-327,-121,912,1397,997,44,-365
06/03/2026,43,33074,34431,30303,558,6606,0,21504,0,10,1053,1488,992,254,-371,-6,753,1397,996,0,-370
06/03/2026,44,31300,32463,28706,578,6606,0,21504,0,8,1389,1488,992,254,-252,0,747,1397,997,-4,-299
06/03/2026,45,29722,30885,27311,620,6606,0,21504,0,6,1563,1453,992,2,-257,0,571,1397,998,-64,-236
06/03/2026,46,28254,29409,25995,662,6606,0,21504,0,5,1880,1451,992,0,-125,0,568,1397,997,-59,-366
06/03/2026,47,26967,28157,24697,694,6606,0,21504,0,8,1760,1499,992,683,-90,0,979,1397,996,248,-492
06/03/2026,48,26051,27116,23874,725,6606,0,21504,0,8,2217,1502,992,830,-16,0,997,1397,996,285,-441
07/03/2026,1,26334,27386,24119,740,6606,0,21504,0,7,2357,1502,992,997,0,0,997,1397,997,840,-445
07/03/2026,2,27171,28105,24996,754,6606,0,21504,0,7,2514,1503,992,1002,0,0,997,1397,996,866,-327
07/03/2026,3,26633,27489,24525,784,6606,0,21504,0,6,2658,1503,992,852,0,0,997,1397,997,415,-250
07/03/2026,4,26320,27294,24265,813,6606,0,21504,0,130,2731,1503,992,845,0,0,997,1397,997,371,-244
07/03/2026,5,25065,26369,23074,839,6606,0,21504,0,306,2633,1503,992,538,0,0,864,1397,998,-99,-299
07/03/2026,6,24621,26166,22651,864,6606,0,21504,0,480,2517,1503,991,500,0,0,859,1396,997,-137,-328
07/03/2026,7,23928,25822,22008,865,6606,0,21504,0,751,2479,1504,992,3,-3,0,833,1383,997,-346,-194
07/03/2026,8,23361,25360,21481,865,6606,0,21504,0,763,2343,1504,992,0,-76,0,831,1376,997,-368,-192
07/03/2026,9,23293,25386,21440,880,6606,0,21504,0,670,2568,1504,991,-116,-7,0,574,1314,997,-637,-63
07/03/2026,10,23077,25115,21204,895,6606,0,21504,0,553,2739,1505,991,-133,0,0,566,1295,997,-660,-92
07/03/2026,11,22978,25561,21065,893,6606,0,21504,0,187,2926,1503,991,-912,0,0,967,1140,996,-804,-80
07/03/2026,12,22904,25611,20971,890,6606,0,21504,0,274,2908,1503,991,-969,0,0,984,1139,996,-803,-61
07/03/2026,13,23967,25861,21939,905,6606,0,21504,0,318,2904,1504,992,-355,-16,0,996,1368,997,-398,-207
07/03/2026,14,24653,26376,22568,919,6606,0,21504,0,219,2949,1503,991,-314,0,0,997,1397,997,-315,-275
07/03/2026,15,26449,27664,24198,921,6606,50,21504,0,165,2948,1502,991,719,-34,0,997,1397,997,851,-416
07/03/2026,16,27278,28599,24951,922,6606,282,21504,0,166,2884,1503,991,888,-42,0,997,1397,997,956,-513
07/03/2026,17,28492,29766,26114,891,6606,718,21504,0,167,3068,1502,991,1012,0,0,997,1397,997,987,-507
07/03/2026,18,29367,30601,26969,860,6606,1154,21504,0,161,2914,1502,991,1018,-39,0,997,1397,997,992,-434
07/03/2026,19,30257,31299,27816,807,6606,1534,21504,0,158,2801,1502,992,1069,-2,0,1016,1397,997,992,-282
07/03/2026,20,30648,31604,28250,753,6606,1933,21504,0,165,2738,1502,992,1069,-60,0,1017,1397,997,992,-131
07/03/2026,21,30600,31365,28310,772,6606,2393,21504,0,165,3095,1503,992,1069,47,0,1017,1397,997,992,16
07/03/2026,22,30508,31272,28267,791,6606,2661,21504,0,164,3180,1503,992,1070,21,0,1016,1397,997,991,141
07/03/2026,23,30546,31310,28393,851,6606,2789,21504,0,164,3301,1502,992,1071,61,0,1016,1397,997,955,197
07/03/2026,24,30518,31282,28420,910,6606,2939,21504,0,164,3175,1503,992,1070,7,0,1016,1397,997,949,197
07/03/2026,25,30506,31270,28443,917,6606,2937,21504,0,164,3115,1503,992,1064,0,0,1015,1397,996,987,197
07/03/2026,26,30526,31290,28438,924,6606,2975,21504,0,164,2854,1503,992,1071,0,45,1015,1397,997,991,197
07/03/2026,27,30754,31519,28650,915,6606,2840,21504,0,165,3086,1502,992,1070,0,193,1016,1397,997,991,174
07/03/2026,28,30715,31480,28533,906,6606,2623,21504,0,165,2883,1502,992,1071,0,265,1016,1397,997,991,197
